authors,paperId,title,venue,year,no_citations,abstract
"H. Lim, Jeong Kon Kim, Kyung Ah Kim, K. Cho",d7dfff6b877e75fbdf5e13bf6f6cc12473136d50,Prostate cancer: apparent diffusion coefficient map with T2-weighted images for detection--a multireader study.,Radiology,2009,262,"PURPOSE
To retrospectively assess the incremental value of an apparent diffusion coefficient (ADC) map combined with T2-weighted magnetic resonance (MR) images compared with T2-weighted images alone for prostate cancer detection by using a pathologic map as the reference standard.


MATERIALS AND METHODS
This retrospective study was approved by the institutional review board; informed consent was waived. The study included 52 patients (mean age, 65 years +/- 5 [standard deviation]; range, 48-76 years) who underwent endorectal MR imaging and step-section histologic examination. Three readers with varying experience levels reviewed T2-weighted images alone, the ADC map alone, and T2-weighted images and ADC maps. The prostate was divided into 12 segments. The probability of prostate cancer in each segment on MR images was recorded with a five-point scale. Areas under the receiver operating characteristic curve (AUCs) were compared by using the Z test; sensitivity and specificity were determined with the Z test after adjusting for data clustering.


RESULTS
AUC of T2-weighted and ADC data (reader 1, 0.90; reader 2, 0.88; reader 3, 0.76) was greater than that of T2-weighted images (reader 1, 0.79; reader 2, 0.75; reader 3, 0.66) for all readers (P < .0001 in all comparisons). AUC of T2-weighted and ADC data was greater for readers 1 and 2 than for reader 3 (P < .001). Sensitivity of T2-weighted and ADC data (reader 1, 88%; reader 2, 81%; and reader 3, 78%) was greater than that of T2-weighted images (reader 1, 74%; reader 2, 67%; reader 3, 67%) for all readers (P = .01 for reader 1; P = .02 for readers 2 and 3). Specificity of T2-weighted and ADC data was greater than that of T2-weighted images for reader 1 (88% vs 79%, P = .03) and reader 2 (89% vs 77%, P < .001).


CONCLUSION
The addition of an ADC map to T2-weighted images can improve the diagnostic performance of MR imaging in prostate cancer detection."
"Chengqing Li, S. Li, K. Lo",d49536578625a50407d4b2cc1d664c03216e2c3f,Breaking a modified substitution-diffusion image cipher based on chaotic standard and logistic maps,ArXiv,2009,124,
"E. Bollt, R. Chartrand, S. Esedoglu, Pete Schultz, K. Vixie",b1e00f5457184550f035aae6ae9ce51aa2019cbc,Graduated adaptive image denoising: local compromise between total variation and isotropic diffusion,Advances in Computational Mathematics,2009,82,
"Ran Tao, P. Fletcher, Samuel Gerber, R. Whitaker",1707cd3b4b7bbe9332a3334a484be7aecd4b1de1,A Variational Image-Based Approach to the Correction of Susceptibility Artifacts in the Alignment of Diffusion Weighted and Structural MRI,Information Processing in Medical Imaging,2009,53,
"Markus Mainberger, J. Weickert",daf2b3c91f9c2380ef9a937bba44672119e3d7c6,Edge-Based Image Compression with Homogeneous Diffusion,International Conference on Computer Analysis of Images and Patterns,2009,45,
P. Guidotti,0b29bba31ed74d0906f0b4f02f8ff6f78bb17ff0,A new nonlocal nonlinear diffusion of image processing,,2009,38,
"A. Goh, C. Lenglet, P. Thompson, R. Vidal",f0b6981bc0147e17bea12d58acae2e51727782f0,A nonparametric Riemannian framework for processing high angular resolution diffusion images (HARDI),2009 IEEE Conference on Computer Vision and Pattern Recognition,2009,37,"High angular resolution diffusion imaging has become an important magnetic resonance technique for in vivo imaging. Most current research in this field focuses on developing methods for computing the orientation distribution function (ODF), which is the probability distribution function of water molecule diffusion along any angle on the sphere. In this paper, we present a Riemannian framework to carry out computations on an ODF field. The proposed framework does not require that the ODFs be represented by any fixed parameterization, such as a mixture of von Mises-Fisher distributions or a spherical harmonic expansion. Instead, we use a non-parametric representation of the ODF, and exploit the fact that under the square-root re-parameterization, the space of ODFs forms a Riemannian manifold, namely the unit Hilbert sphere. Specifically, we use Riemannian operations to perform various geometric data processing algorithms, such as interpolation, convolution and linear and nonlinear filtering. We illustrate these concepts with numerical experiments on synthetic and real datasets."
"I. Eckstein, D. Shattuck, J. Stein, K. Mcmahon, G. Zubicaray, M. Wright, P. Thompson, A. Toga",519275612ac6b766e9e72b0322b6536ab313d038,Active fibers: Matching deformable tract templates to diffusion tensor images,NeuroImage,2009,23,
"W. Santos, F. D. Assis, R. E. D. Souza, Plínio B. Santos Filho, Fernando Buarque de Lima-Neto",2768b346fa2ac2c82141125bb28d67da67feb5a4,Dialectical multispectral classification of diffusion-weighted magnetic resonance images as an alternative to apparent diffusion coefficients maps to perform anatomical analysis,Comput. Medical Imaging Graph.,2009,15,
"Hai Li, Z. Xue, Lei Guo, Stephen T. C. Wong",88b5ecfe6d3e8e0eb2e5eb9eb22acac5d1bdd63e,Simultaneous Consideration of Spatial Deformation and Tensor Orientation in Diffusion Tensor Image Registration Using Local Fast Marching Patterns,Information Processing in Medical Imaging,2009,12,
"R. Duits, E. Franken",600ae0d9fa4a2ea1211fd01f3b662edb29e7f735,Left-invariant diffusions on R^3 x S^2 and their application to crossing-preserving smoothing on HARDI-images,,2009,8,"In previous work we studied linear and nonlinear left-invariant diffusion equations on the 2D Euclidean motion group SE(2), for the purpose of crossing-preserving coherence-enhancing diffusion on 2D images. In this article we study left-invariant diffusion on the 3D Euclidean motion group SE(3) and its application to crossing-preserving smoothing of high angular resolution diffusion imaging (HARDI), which is a recent magnetic resonance imaging (MRI) technique for imaging water diffusion processes in fibrous tissues such as brain white matter and muscles. The linear left-invariant (convection-)diffusions are forward Kolmogorov equations of Brownian motions on the space R3 o S2 of positions and orientations embedded in SE(3) and can be solved by R3 o S2-convolution with the corresponding Green’s functions. We provide analytic approximation formulae and explicit sharp Gaussian estimates for these Green’s functions. In our design and analysis for appropriate (non-linear) convection-diffusions on HARDI-data we put emphasis on the underlying differential geometry on SE(3). We write our left-invariant diffusions in covariant derivatives on SE(3) using the Cartan-connection. This Cartan-connection has constant curvature and constant torsion, and so have the exponential curves which are the auto-parallels along which our left-invariant diffusion takes place. We provide experiments of our crossing-preserving Euclidean-invariant diffusions on artificial HARDI-data containing crossing-fibers."
V. B. Surya Prasath,ead09aa2f1cbc7bc898c4291b99cfe733fcfec96,Color Image Segmentation Based on Vectorial Multiscale Diffusion with Inter-scale Linking,Pattern Recognition and Machine Intelligence,2009,8,
"Emmanuel Caruyer, R. Deriche",d684c61750c3ef5a538301c8927045caed1e9522,Adaptive Design of Sampling Directions in Diffusion Tensor MRI and Validation on Human Brain Images,,2009,3,"Diffusion tensor reconstruction is made possible through the acquisition of several diffusion weighted images, each corresponding to a given sampling direction in the Q-space. In this study, we address the question of sampling efficiency, and show that in case we have some prior knowledge on the diffusion characteristics, we may be able to adapt the sampling directions for better reconstruction of the diffusion tensor. The prior is a tensor distribution function, estimated over a given region of interest, possibly on several subjects. We formulate an energy related to error on tensor reconstruction, and calculate analytical gradient expression for efficient minimization. We validate our approach on a set of 5199 tensors taken within the corpus callosum of the human brain, and show improvement by an order of 10% on the MSE of the reconstructed tensor."
"I. Galić, J. Weickert, M. Welk, Andrés Bruhn, A. Belyaev, H. Seidel",adacb4f6d66cdb100fa0eef1bacc375379714883,Image Compression with Anisotropic Diffusion,Journal of Mathematical Imaging and Vision,2008,155,
"M. Chiang, A. Leow, A. Klunder, R. Dutton, M. Barysheva, S. Rose, K. Mcmahon, G. Zubicaray, A. Toga, P. Thompson",78b025410c4056fb2f3551ffd23d93484c248949,Fluid Registration of Diffusion Tensor Images Using Information Theory,IEEE Transactions on Medical Imaging,2008,125,"We apply an information-theoretic cost metric, the symmetrized Kullback-Leibler (sKL) divergence, or J-divergence, to fluid registration of diffusion tensor images. The difference between diffusion tensors is quantified based on the sKL-divergence of their associated probability density functions (PDFs). Three-dimensional DTI data from 34 subjects were fluidly registered to an optimized target image. To allow large image deformations but preserve image topology, we regularized the flow with a large-deformation diffeomorphic mapping based on the kinematics of a Navier-Stokes fluid. A driving force was developed to minimize the J-divergence between the deforming source and target diffusion functions, while reorienting the flowing tensors to preserve fiber topography. In initial experiments, we showed that the sKL-divergence based on full diffusion PDFs is adaptable to higher-order diffusion models, such as high angular resolution diffusion imaging (HARDI). The sKL-divergence was sensitive to subtle differences between two diffusivity profiles, showing promise for nonlinear registration applications and multisubject statistical analysis of HARDI data."
